date,trade_code,high,low,open,close,volume
2020-07-19,MBL1STMF,6.7,6.6,6.7,6.7,2751
2020-07-16,MBL1STMF,6.5,6.5,6.5,6.5,2929
2020-07-15,MBL1STMF,6.8,6.5,6.5,6.7,466676
2020-07-14,MBL1STMF,6.5,6.5,6.5,6.5,7000
2020-07-13,MBL1STMF,6.5,6.5,6.5,6.5,109205
2020-07-12,MBL1STMF,6.5,6.5,6.5,6.5,83562
2020-07-09,MBL1STMF,6.5,6.5,6.5,6.5,82305
2020-07-08,MBL1STMF,6.5,6.5,6.5,6.5,10
2020-07-07,MBL1STMF,0,0,0,6.5,0
2020-07-06,MBL1STMF,0,0,0,6.5,0
2020-07-05,MBL1STMF,0,0,0,6.5,0
2020-07-02,MBL1STMF,6.5,6.5,6.5,6.5,150
2020-08-10,MEGCONMILK,15.2,13.7,15.2,14.4,21455
2020-08-09,MEGCONMILK,15.6,14.7,14.8,15.2,47600
2020-08-06,MEGCONMILK,14.9,14.1,14.5,14.2,27088
2020-08-05,MEGCONMILK,14.7,13.7,13.9,14.4,59622
2020-08-04,MEGCONMILK,13.4,12.2,12.3,13.4,30849
2020-08-03,MEGCONMILK,12.5,11.6,11.8,12.2,29612
2020-07-30,MEGCONMILK,11.5,11,11,11.4,15542
2020-07-29,MEGCONMILK,11,10.4,10.8,10.8,6669
2020-07-28,MEGCONMILK,10.6,10.2,10.4,10.5,10690
2020-07-27,MEGCONMILK,10.4,10.3,10.3,10.4,16520
2020-07-26,MEGCONMILK,10.6,10.2,10.6,10.3,31672
2020-07-23,MEGCONMILK,10.7,10,10,10.2,1864
2020-07-22,MEGCONMILK,10.5,10.1,10.5,10.2,10029
2020-07-21,MEGCONMILK,11,10,10,10.5,21918
2020-07-20,MEGCONMILK,10,10,10,10,2380
2020-07-19,MEGCONMILK,10,10,10,10,400
2020-07-16,MEGCONMILK,10,10,10,10,700
2020-07-15,MEGCONMILK,10,10,10,10,10160
2020-07-14,MEGCONMILK,10,10,10,10,1008
2020-07-13,MEGCONMILK,10,10,10,10,8
2020-07-12,MEGCONMILK,10,10,10,10,7000
2020-07-09,MEGCONMILK,10,10,10,10,13439
2020-07-08,MEGCONMILK,10,10,10,10,3998
2020-07-07,MEGCONMILK,10,10,10,10,1745
2020-07-06,MEGCONMILK,10.5,10,10.5,10.1,3446
2020-07-05,MEGCONMILK,10.1,10,10,10,18803
2020-07-02,MEGCONMILK,10,10,10,10,5349
2020-08-10,MEGHNACEM,76,72.8,75.6,73.2,24946
2020-08-09,MEGHNACEM,75.9,73,73.1,74,39796
2020-08-06,MEGHNACEM,74.6,72.6,72.7,72.7,27970
2020-08-05,MEGHNACEM,76.3,72.6,72.6,72.6,41288
2020-08-04,MEGHNACEM,72.6,72.6,72.6,72.6,26669
2020-08-03,MEGHNACEM,74.5,72.6,72.6,72.6,40241
2020-07-30,MEGHNACEM,72.6,72.6,72.6,72.6,460
2020-07-29,MEGHNACEM,72.6,72.6,72.6,72.6,2043
2020-07-28,MEGHNACEM,72.6,72.6,72.6,72.6,1377
2020-07-27,MEGHNACEM,72.6,72.6,72.6,72.6,100
2020-07-26,MEGHNACEM,72.6,72.6,72.6,72.6,58
2020-07-23,MEGHNACEM,0,0,0,72.6,0
2020-07-22,MEGHNACEM,0,0,0,72.6,0
2020-07-21,MEGHNACEM,72.6,72.6,72.6,72.6,78
2020-07-20,MEGHNACEM,0,0,0,72.6,0
2020-07-19,MEGHNACEM,72.6,72.6,72.6,72.6,200
2020-07-16,MEGHNACEM,72.6,72.6,72.6,72.6,500
2020-07-15,MEGHNACEM,72.6,72.6,72.6,72.6,10
2020-07-14,MEGHNACEM,72.6,72.6,72.6,72.6,709
2020-07-13,MEGHNACEM,72.6,72.6,72.6,72.6,200
2020-07-12,MEGHNACEM,0,0,0,72.6,0
2020-07-09,MEGHNACEM,72.6,72.6,72.6,72.6,100
2020-07-08,MEGHNACEM,0,0,0,72.6,0
2020-07-07,MEGHNACEM,0,0,0,72.6,0
2020-07-06,MEGHNACEM,0,0,0,72.6,0
2020-07-05,MEGHNACEM,0,0,0,72.6,0
2020-07-02,MEGHNACEM,0,0,0,72.6,0
2020-08-10,MEGHNALIFE,62.7,60,62,60.3,324708
2020-08-09,MEGHNALIFE,64.8,61.5,63.9,61.7,268735
2020-08-06,MEGHNALIFE,63,58.7,58.9,62.1,1110323
2020-08-05,MEGHNALIFE,57.9,55.2,55.7,57.3,191011
2020-08-04,MEGHNALIFE,57,54.2,56,55,155096
2020-08-03,MEGHNALIFE,59,55.1,56,56.2,257855
2020-07-30,MEGHNALIFE,57,52.5,52.5,56.2,314641
2020-07-29,MEGHNALIFE,54,51.4,51.8,52.9,302653
2020-07-28,MEGHNALIFE,52.8,49.2,49.2,51,327770
2020-07-27,MEGHNALIFE,49.3,46,46,49,133459
2020-07-26,MEGHNALIFE,46.6,45.5,46.1,46,83469
2020-07-23,MEGHNALIFE,46.8,45.3,45.3,46.1,32850
2020-07-22,MEGHNALIFE,46.5,45.3,46.5,45.5,34935
2020-07-21,MEGHNALIFE,47.2,46.1,46.5,46.7,123039
2020-07-20,MEGHNALIFE,47,45,45,46.4,167130
2020-07-19,MEGHNALIFE,45.1,44.2,44.2,44.9,92330
2020-07-16,MEGHNALIFE,44.7,43.1,43.4,44.2,59044
2020-07-15,MEGHNALIFE,44.2,43.1,43.1,43.9,86542
2020-07-14,MEGHNALIFE,44,43.1,43.1,43.1,70376
2020-07-13,MEGHNALIFE,44.5,43.1,43.4,43.4,40521
2020-07-12,MEGHNALIFE,44.4,43.1,43.9,44.1,60482
2020-07-09,MEGHNALIFE,44.2,43.1,43.1,43.9,44284
2020-07-08,MEGHNALIFE,44.8,43.1,44.8,43.1,142507
2020-07-07,MEGHNALIFE,45,43.1,43.1,43.3,111993
2020-07-06,MEGHNALIFE,43.2,43.1,43.1,43.1,188715
2020-07-05,MEGHNALIFE,43.1,43.1,43.1,43.1,1240
2020-07-02,MEGHNALIFE,43.1,43.1,43.1,43.1,22680
2020-08-10,MEGHNAPET,13.9,12.1,13.5,12.3,29999
2020-08-09,MEGHNAPET,14,13.2,13.2,13.4,73892
2020-08-06,MEGHNAPET,13.3,12.1,12.3,12.8,50174
2020-08-05,MEGHNAPET,12.3,11.4,11.4,12.2,142287
2020-08-04,MEGHNAPET,11.2,10.3,10.5,11.2,67569
2020-08-03,MEGHNAPET,10.5,9.8,9.8,10.2,28036
2020-07-30,MEGHNAPET,9.9,9.1,9.4,9.8,40018
2020-07-29,MEGHNAPET,9.3,8.9,9.3,9.1,26901
2020-07-28,MEGHNAPET,9.2,8.9,9.2,8.9,200
2020-07-27,MEGHNAPET,9.3,8.8,8.9,8.9,7394
2020-07-26,MEGHNAPET,9,8.8,8.9,8.9,1996
2020-07-23,MEGHNAPET,9,8.8,8.9,8.9,794
2020-07-22,MEGHNAPET,9.2,8.8,8.9,8.9,6553
2020-07-21,MEGHNAPET,9.5,8.8,8.8,8.9,11620
2020-07-20,MEGHNAPET,8.8,8.8,8.8,8.8,2750
2020-07-19,MEGHNAPET,8.8,8.8,8.8,8.8,392
2020-07-16,MEGHNAPET,8.8,8.8,8.8,8.8,2300
2020-07-15,MEGHNAPET,9.5,8.8,9.5,8.8,7310
2020-07-14,MEGHNAPET,8.8,8.8,8.8,8.8,1270
2020-07-13,MEGHNAPET,8.9,8.8,8.8,8.8,9135
2020-07-12,MEGHNAPET,8.9,8.8,8.9,8.8,1709
2020-07-09,MEGHNAPET,9,8.9,9,9,5530
2020-07-08,MEGHNAPET,9.1,8.8,9.1,8.8,10453
2020-07-07,MEGHNAPET,9.2,9.2,9.2,9.2,2
2020-07-06,MEGHNAPET,9.1,8.8,9.1,8.8,1007
2020-07-05,MEGHNAPET,8.9,8.8,8.9,8.8,3498
2020-07-02,MEGHNAPET,9.1,8.8,9.1,8.9,8850
2020-08-10,MERCANBANK,11.6,11.1,11.6,11.3,3362532
2020-08-09,MERCANBANK,11.7,10.7,10.9,11.3,3476766
2020-08-06,MERCANBANK,11,10.6,10.9,10.8,1168707
2020-08-05,MERCANBANK,11,10.6,10.6,10.9,7591568
2020-08-04,MERCANBANK,10.6,10.6,10.6,10.6,751307
2020-08-03,MERCANBANK,10.6,10.6,10.6,10.6,235500
2020-07-30,MERCANBANK,10.6,10.6,10.6,10.6,39377
2020-07-29,MERCANBANK,10.6,10.6,10.6,10.6,23660
2020-07-28,MERCANBANK,10.6,10.6,10.6,10.6,121115
2020-07-27,MERCANBANK,10.6,10.6,10.6,10.6,172464
2020-07-26,MERCANBANK,10.6,10.6,10.6,10.6,444025
2020-07-23,MERCANBANK,10.6,10.6,10.6,10.6,41262
2020-07-22,MERCANBANK,10.6,10.6,10.6,10.6,174202
2020-07-21,MERCANBANK,10.6,10.6,10.6,10.6,7531
2020-07-20,MERCANBANK,10.6,10.6,10.6,10.6,7728
2020-07-19,MERCANBANK,10.6,10.6,10.6,10.6,9375
2020-07-16,MERCANBANK,10.6,10.6,10.6,10.6,47788
2020-07-15,MERCANBANK,10.6,10.6,10.6,10.6,36422
2020-07-14,MERCANBANK,10.6,10.6,10.6,10.6,20002
2020-07-13,MERCANBANK,10.6,10.6,10.6,10.6,159657
2020-07-12,MERCANBANK,10.6,10.6,10.6,10.6,209082
2020-07-09,MERCANBANK,10.6,10.6,10.6,10.6,272367
2020-07-08,MERCANBANK,10.6,10.6,10.6,10.6,120976
2020-07-07,MERCANBANK,10.6,10.6,10.6,10.6,44713
2020-07-06,MERCANBANK,10.6,10.6,10.6,10.6,3014
2020-07-05,MERCANBANK,10.6,10.6,10.6,10.6,11995
2020-07-02,MERCANBANK,10.6,10.6,10.6,10.6,13615
2020-08-10,MERCINS,30.6,28.9,29.9,29.1,593901
2020-08-09,MERCINS,30.4,29,29.9,29.3,944935
2020-08-06,MERCINS,32,29.5,31.4,29.9,1393397
2020-08-05,MERCINS,32.8,29.8,30.4,31.3,2427421
2020-08-04,MERCINS,31.7,29.2,29.2,30.4,1480661
2020-08-03,MERCINS,30.4,28.8,28.9,29.1,651952
2020-07-30,MERCINS,29.3,27.7,28.8,28.8,731623
2020-07-29,MERCINS,27.8,25.4,25.6,27.8,632850
2020-07-28,MERCINS,25.8,25,25.8,25.3,359607
2020-07-27,MERCINS,25.7,24.7,25,25.5,239569
2020-07-26,MERCINS,25,24.7,24.8,24.8,113317
2020-07-23,MERCINS,25.4,24.7,24.8,24.8,178281
2020-07-22,MERCINS,25.8,24.8,25.8,24.8,331375
2020-07-21,MERCINS,26.4,25.6,26.4,26,292430
2020-07-20,MERCINS,26.4,25.8,26,26.1,450270
2020-07-19,MERCINS,26.5,25.5,25.9,25.9,243770
2020-07-16,MERCINS,25.8,24.6,24.9,25.7,232425
2020-07-15,MERCINS,25.1,24.6,24.8,24.6,192960
2020-07-14,MERCINS,24.9,24.6,24.8,24.6,102841
2020-07-13,MERCINS,25.3,24.6,24.6,24.6,191747
2020-07-12,MERCINS,25,24.6,25,24.6,196521
2020-07-09,MERCINS,25.6,24.6,25.2,24.7,161144
2020-07-08,MERCINS,26,24.6,24.6,25.2,825589
2020-07-07,MERCINS,24.6,24.6,24.6,24.6,5120
2020-07-06,MERCINS,24.6,24.6,24.6,24.6,17510
2020-07-05,MERCINS,24.6,24.6,24.6,24.6,29605
2020-07-02,MERCINS,0,0,0,24.6,0
2020-08-10,METROSPIN,8.8,8.5,8.7,8.6,1116617
2020-08-09,METROSPIN,9,8.5,8.9,8.5,2615898
2020-08-06,METROSPIN,8.9,8.5,8.5,8.8,1613022
2020-08-05,METROSPIN,8.6,8.5,8.5,8.5,716153
2020-08-04,METROSPIN,8.7,8.5,8.5,8.5,840696
2020-08-03,METROSPIN,8.8,8.5,8.6,8.5,1949650
2020-07-30,METROSPIN,8.9,8.5,8.8,8.6,2625318
2020-07-29,METROSPIN,9,8.5,8.9,8.8,742334
2020-07-28,METROSPIN,9.2,8.5,8.7,8.8,745468
2020-07-27,METROSPIN,9.2,8.6,9.2,8.8,368563
2020-07-26,METROSPIN,9.5,9.1,9.5,9.2,267761
2020-07-23,METROSPIN,9.5,9.2,9.4,9.4,779928
2020-07-22,METROSPIN,9.6,9.1,9.4,9.3,995631
2020-07-21,METROSPIN,9.3,9,9,9.3,1058280
2020-07-20,METROSPIN,9.3,8.5,8.5,9.1,3418135
2020-07-19,METROSPIN,8.5,8.5,8.5,8.5,26230
2020-07-16,METROSPIN,8.5,8.5,8.5,8.5,2885
2020-07-15,METROSPIN,8.5,8.5,8.5,8.5,114587
2020-07-14,METROSPIN,8.7,8.5,8.6,8.5,167020
2020-07-13,METROSPIN,8.8,8.5,8.7,8.6,735939
2020-07-12,METROSPIN,9,8.6,9,8.6,535960
2020-07-09,METROSPIN,9.1,8.7,8.8,9,932687
2020-07-08,METROSPIN,8.9,8.5,8.5,8.8,945004
2020-07-07,METROSPIN,8.5,8.5,8.5,8.5,658511
2020-07-06,METROSPIN,8.5,8.5,8.5,8.5,337739
2020-07-05,METROSPIN,8.5,8.5,8.5,8.5,78
2020-07-02,METROSPIN,0,0,0,8.5,0
2020-08-10,MHSML,8.5,8,8.4,8.1,353340
2020-08-09,MHSML,8.4,7.8,7.9,8.3,282004
2020-08-06,MHSML,7.9,7.8,7.8,7.8,241973
2020-08-05,MHSML,8,7.8,7.8,7.8,113107
2020-08-04,MHSML,8.2,7.8,8,7.8,162257
2020-08-03,MHSML,8.2,7.9,8,8,159983
2020-07-30,MHSML,8,7.8,7.8,8,467834
2020-07-29,MHSML,7.8,7.8,7.8,7.8,107083
2020-07-28,MHSML,7.8,7.8,7.8,7.8,120
2020-07-27,MHSML,7.8,7.8,7.8,7.8,76
2020-07-26,MHSML,7.8,7.8,7.8,7.8,75081
2020-07-23,MHSML,7.8,7.8,7.8,7.8,79755
2020-07-22,MHSML,0,0,0,7.8,0
2020-07-21,MHSML,7.8,7.8,7.8,7.8,40
2020-07-20,MHSML,7.8,7.8,7.8,7.8,2650
2020-07-19,MHSML,7.8,7.8,7.8,7.8,1000
2020-07-16,MHSML,0,0,0,7.8,0
2020-07-15,MHSML,0,0,0,7.8,0
2020-07-14,MHSML,7.8,7.8,7.8,7.8,1101
2020-07-13,MHSML,7.8,7.8,7.8,7.8,25702
2020-07-12,MHSML,7.8,7.8,7.8,7.8,3502
2020-07-09,MHSML,7.8,7.8,7.8,7.8,71212
2020-07-08,MHSML,7.8,7.8,7.8,7.8,4111
2020-07-07,MHSML,7.8,7.8,7.8,7.8,1825
2020-07-06,MHSML,7.8,7.8,7.8,7.8,2
2020-07-05,MHSML,0,0,0,7.8,0
2020-07-02,MHSML,0,0,0,7.8,0
2020-08-10,MICEMENT,45.6,44.6,44.8,45.1,11584
2020-08-09,MICEMENT,45.3,44,44.2,44.8,20103
2020-08-06,MICEMENT,44.5,43.8,43.8,44,11359
2020-08-05,MICEMENT,43.9,43.8,43.8,43.8,2831
2020-08-04,MICEMENT,44.2,43.8,43.8,43.9,13422
2020-08-03,MICEMENT,44,43.8,44,43.8,9357
2020-07-30,MICEMENT,44.7,43.8,43.8,44,7609
2020-07-29,MICEMENT,43.8,43.8,43.8,43.8,922
2020-07-28,MICEMENT,45,43.8,43.8,43.8,7412
2020-07-27,MICEMENT,43.8,43.8,43.8,43.8,4900
2020-07-26,MICEMENT,0,0,0,43.8,0
2020-07-23,MICEMENT,43.8,43.8,43.8,43.8,1000
2020-07-22,MICEMENT,43.8,43.8,43.8,43.8,150
2020-07-21,MICEMENT,0,0,0,43.8,0
2020-07-20,MICEMENT,43.8,43.8,43.8,43.8,355
2020-07-19,MICEMENT,43.8,43.8,43.8,43.8,500
2020-07-16,MICEMENT,43.8,43.8,43.8,43.8,50
2020-07-15,MICEMENT,43.8,43.8,43.8,43.8,67
2020-07-14,MICEMENT,0,0,0,43.8,0
2020-07-13,MICEMENT,45,43.8,43.8,43.8,3554
2020-07-12,MICEMENT,45.8,43.8,43.8,44,10121
2020-07-09,MICEMENT,43.8,43.8,43.8,43.8,10693
2020-07-08,MICEMENT,43.8,43.8,43.8,43.8,180
2020-07-07,MICEMENT,0,0,0,43.8,0
2020-07-06,MICEMENT,0,0,0,43.8,0
2020-07-05,MICEMENT,0,0,0,43.8,0
2020-07-02,MICEMENT,43.8,43.8,43.8,43.8,500
2020-08-10,MIDASFIN,14.7,13.3,14.3,13.7,351197
2020-08-09,MIDASFIN,14.2,13.1,13.1,14,742845
2020-08-06,MIDASFIN,13.3,12.4,12.5,13,939303
2020-08-05,MIDASFIN,0,0,0,12.5,0
2020-08-04,MIDASFIN,12.7,11.7,11.7,12.5,596455
2020-08-03,MIDASFIN,12,10.7,10.7,11.8,271958
2020-07-30,MIDASFIN,11.8,10.8,11,11.2,655668
2020-07-29,MIDASFIN,11,10.7,10.7,10.9,215910
2020-07-28,MIDASFIN,11,10.5,10.6,10.9,230805
2020-07-27,MIDASFIN,11,10.6,10.6,10.7,197253
2020-07-26,MIDASFIN,11.2,10.7,11,10.8,95252
2020-07-23,MIDASFIN,11.1,10.4,10.4,10.8,301945
2020-07-22,MIDASFIN,11,10.4,10.5,10.7,96052
2020-07-21,MIDASFIN,11.4,10.5,10.5,11,240615
2020-07-20,MIDASFIN,11,9.8,9.8,10.7,425102
2020-07-19,MIDASFIN,11.3,10,11.3,10.1,188498
2020-07-16,MIDASFIN,11.1,10.4,10.5,10.8,510618
2020-07-15,MIDASFIN,10.7,9.8,10.6,10.3,474010
2020-07-14,MIDASFIN,9.6,9.6,9.6,9.6,5725
2020-07-13,MIDASFIN,9.6,9.6,9.6,9.6,28069
2020-07-12,MIDASFIN,9.6,9.6,9.6,9.6,58800
2020-07-09,MIDASFIN,9.6,9.6,9.6,9.6,16500
2020-07-08,MIDASFIN,0,0,0,9.6,0
2020-07-07,MIDASFIN,9.6,9.6,9.6,9.6,500
2020-07-06,MIDASFIN,0,0,0,9.6,0
2020-07-05,MIDASFIN,9.6,9.6,9.6,9.6,2000
2020-07-02,MIDASFIN,0,0,0,9.6,0
2020-08-10,MIRACLEIND,20.9,19.8,20.6,19.9,531061
2020-08-09,MIRACLEIND,21,20.2,20.5,20.8,880244
2020-08-06,MIRACLEIND,20.7,19.2,19.2,20.5,623767
2020-08-05,MIRACLEIND,20.1,19.1,19.9,19.2,448097
2020-08-04,MIRACLEIND,20.4,19.6,20.2,19.8,675004
2020-08-03,MIRACLEIND,20.6,19.7,20.5,20,609360
2020-07-30,MIRACLEIND,20.9,20.1,20.9,20.5,733265
2020-07-29,MIRACLEIND,20.8,19.3,19.6,20.6,813810
2020-07-28,MIRACLEIND,19.8,19,19,19.6,507855
2020-07-27,MIRACLEIND,19.7,18.7,19.7,19,631974
2020-07-26,MIRACLEIND,20.2,19.5,19.9,19.6,552815
2020-07-23,MIRACLEIND,20,19.2,19.4,19.8,670805
2020-07-22,MIRACLEIND,19.8,18.8,19.6,19.2,492797
2020-07-21,MIRACLEIND,20.1,18.7,18.9,19.6,916214
2020-07-20,MIRACLEIND,18.7,17.9,18,18.5,401628
2020-07-19,MIRACLEIND,19.3,17.8,18.6,18,598909
2020-07-16,MIRACLEIND,18.9,17.2,17.3,18.6,794734
2020-07-15,MIRACLEIND,17.9,17.2,17.6,17.3,272458
2020-07-14,MIRACLEIND,18.2,17.2,18.2,17.6,218416
2020-07-13,MIRACLEIND,18.9,17.8,18.2,18.2,382888
2020-07-12,MIRACLEIND,18.2,17.2,17.2,17.8,543086
2020-07-09,MIRACLEIND,17.2,17.2,17.2,17.2,94876
2020-07-08,MIRACLEIND,17.2,17.2,17.2,17.2,3900
2020-07-07,MIRACLEIND,17.2,17.2,17.2,17.2,250
2020-07-06,MIRACLEIND,0,0,0,17.2,0
2020-07-05,MIRACLEIND,0,0,0,17.2,0
2020-07-02,MIRACLEIND,0,0,0,17.2,0
2020-08-10,MITHUNKNIT,10,9.6,9.6,9.8,159850
2020-08-09,MITHUNKNIT,9.1,8.5,8.5,9.1,69237
2020-08-06,MITHUNKNIT,8.3,7.5,7.6,8.3,53516
2020-08-05,MITHUNKNIT,7.8,7.4,7.6,7.6,17518
2020-08-04,MITHUNKNIT,7.6,7.2,7.6,7.4,30143
2020-08-03,MITHUNKNIT,7.7,7.1,7.1,7.6,55016
2020-07-30,MITHUNKNIT,7,6.8,6.9,7,41658
2020-07-29,MITHUNKNIT,6.9,6.8,6.9,6.9,15091
2020-07-28,MITHUNKNIT,7,6.8,6.9,6.9,17139
2020-07-27,MITHUNKNIT,6.9,6.7,6.8,6.9,3278
2020-07-26,MITHUNKNIT,7,6.8,7,7,2998
2020-07-23,MITHUNKNIT,7,6.7,6.7,6.8,25938
2020-07-22,MITHUNKNIT,6.9,6.8,6.9,6.8,1781
2020-07-21,MITHUNKNIT,7.1,6.7,6.7,7.1,9189
2020-07-20,MITHUNKNIT,6.7,6.6,6.6,6.7,22434
2020-07-19,MITHUNKNIT,6.8,6.7,6.7,6.7,5430
2020-07-16,MITHUNKNIT,6.7,6.6,6.7,6.7,5538
2020-07-15,MITHUNKNIT,6.9,6.6,6.9,6.7,8600
2020-07-14,MITHUNKNIT,7.1,6.7,6.9,6.8,8724
2020-07-13,MITHUNKNIT,7,6.8,7,6.9,2660
2020-07-12,MITHUNKNIT,7,6.8,6.8,7,21725
2020-07-09,MITHUNKNIT,7.1,6.6,6.8,6.8,10360
2020-07-08,MITHUNKNIT,6.9,6.6,6.9,6.7,16699
2020-07-07,MITHUNKNIT,7,6.8,6.9,6.9,15688
2020-07-06,MITHUNKNIT,6.8,6.7,6.8,6.7,1298
2020-07-05,MITHUNKNIT,7,6.7,6.8,6.8,1369
2020-07-02,MITHUNKNIT,6.8,6.7,6.8,6.8,1094
2020-08-10,MJLBD,87,80.1,86.7,82.9,236124
2020-08-09,MJLBD,86.5,78.9,78.9,86.3,714642
2020-08-06,MJLBD,79.5,75.6,75.6,78.7,361969
2020-08-05,MJLBD,76.9,73.3,73.6,75.6,339207
2020-08-04,MJLBD,75.4,72.9,74.2,73.7,188794
2020-08-03,MJLBD,76.5,74,75.5,74.7,152916
2020-07-30,MJLBD,75.6,73.1,74,74.8,79477
2020-07-29,MJLBD,74.5,72.4,73.3,74,73909
2020-07-28,MJLBD,73.8,72.1,73.4,73.3,57793
2020-07-27,MJLBD,74,70.9,72.2,73.4,95204
2020-07-26,MJLBD,73,69.7,71,72.5,99939
2020-07-23,MJLBD,71.9,71,71.5,71,16615
2020-07-22,MJLBD,71.9,70.7,71,71.6,48832
2020-07-21,MJLBD,71.7,70.2,70.7,71,38081
2020-07-20,MJLBD,71.4,68.3,68.3,70.8,118800
2020-07-19,MJLBD,68.8,66,67.8,68.3,28349
2020-07-16,MJLBD,69.1,67.5,68.5,67.9,90801
2020-07-15,MJLBD,71,68,70,68.9,103819
2020-07-14,MJLBD,72.3,69.5,70.2,70.1,160340
2020-07-13,MJLBD,74,71.6,72,72.4,136127
2020-07-12,MJLBD,74.3,68.2,68.2,73.3,468679
2020-07-09,MJLBD,69.5,67.1,67.7,68.2,204274
2020-07-08,MJLBD,68.3,64.9,64.9,67.8,141258
2020-07-07,MJLBD,66.8,64.7,64.7,64.9,203595
2020-07-06,MJLBD,65.1,64.7,65,64.7,89093
2020-07-05,MJLBD,66.6,65.3,66,65.6,41210
2020-07-02,MJLBD,69.7,64.7,64.7,66.6,238515
2020-08-10,MLDYEING,53.3,50.7,51.7,51,925967
2020-08-09,MLDYEING,51.5,50,50,51.1,1135790
2020-08-06,MLDYEING,50,50,50,50,139360
2020-08-05,MLDYEING,50,50,50,50,41227
2020-08-04,MLDYEING,50,50,50,50,137207
2020-08-03,MLDYEING,50.4,50,50.1,50,449174
2020-07-30,MLDYEING,50.9,50,50,50,871186
2020-07-29,MLDYEING,50,50,50,50,4120
2020-07-28,MLDYEING,50,50,50,50,30235
2020-07-27,MLDYEING,50.6,50,50.1,50,129221
2020-07-26,MLDYEING,50.7,50,50.7,50,385347
2020-07-23,MLDYEING,50.8,50,50.8,50.3,425188
2020-07-22,MLDYEING,51.1,50.1,50.1,50.5,449230
2020-07-21,MLDYEING,51.4,50,50,50.1,676204
2020-07-20,MLDYEING,50,50,50,50,137468
2020-07-19,MLDYEING,50.5,50,50.5,50,211713
2020-07-16,MLDYEING,51.8,50,51.8,50.3,602493
2020-07-15,MLDYEING,51.7,50,50,50.9,688318
2020-07-14,MLDYEING,52.9,50,51.3,50,1500632
2020-07-13,MLDYEING,56.9,51,56.9,51.3,1521571
2020-07-12,MLDYEING,55,50,50,55,1752850
2020-07-09,MLDYEING,50,50,50,50,256019
2020-07-08,MLDYEING,50,50,50,50,1204
2020-07-07,MLDYEING,50,50,50,50,46405
2020-07-06,MLDYEING,50,50,50,50,52
2020-07-05,MLDYEING,50,50,50,50,1105
2020-07-02,MLDYEING,50,50,50,50,119010
2020-08-10,MONNOCERA,140,131.3,133,138.7,714163
2020-08-09,MONNOCERA,133.5,129,129,132.6,364709
2020-08-06,MONNOCERA,131,127,131,128.7,287818
2020-08-05,MONNOCERA,135,129,133,130.8,294033
2020-08-04,MONNOCERA,134.9,127.2,127.2,132.3,455198
2020-08-03,MONNOCERA,129.3,126.8,128,127.1,259779
2020-07-30,MONNOCERA,128.5,126.8,127.5,127.6,198412
2020-07-29,MONNOCERA,129.4,127,128.1,127.1,196887
2020-07-28,MONNOCERA,131,127,130.2,128.1,188134
2020-07-27,MONNOCERA,133.8,129,131.6,130.2,343644
2020-07-26,MONNOCERA,132.1,126.8,126.8,131.6,544037
2020-07-23,MONNOCERA,126.8,126.8,126.8,126.8,25552
2020-07-22,MONNOCERA,128,126.8,128,126.8,131062
2020-07-21,MONNOCERA,128.7,126.8,126.8,127.2,416006
2020-07-20,MONNOCERA,126.8,126.8,126.8,126.8,19413
2020-07-19,MONNOCERA,126.8,126.8,126.8,126.8,16655
2020-07-16,MONNOCERA,126.8,126.8,126.8,126.8,14657
2020-07-15,MONNOCERA,127.2,126.8,126.8,126.8,55912
2020-07-14,MONNOCERA,129.8,126.8,128.9,126.8,195158
2020-07-13,MONNOCERA,132.6,126.8,130.5,128.3,444595
2020-07-12,MONNOCERA,132.1,126.8,126.8,129.9,638319
2020-07-09,MONNOCERA,126.8,126.8,126.8,126.8,15176
2020-07-08,MONNOCERA,126.8,126.8,126.8,126.8,1632
2020-07-07,MONNOCERA,126.8,126.8,126.8,126.8,350
2020-07-06,MONNOCERA,126.8,126.8,126.8,126.8,20
2020-07-05,MONNOCERA,126.8,126.8,126.8,126.8,1202
2020-07-02,MONNOCERA,126.8,126.8,126.8,126.8,1937
2020-08-10,MONNOSTAF,859.9,802.2,804,843.9,62108
2020-08-09,MONNOSTAF,807.9,794.8,799,801.2,42454
2020-08-06,MONNOSTAF,804,794.8,795.2,795.9,36656
2020-08-05,MONNOSTAF,824,794.8,812,796,37123
2020-08-04,MONNOSTAF,819.9,794.8,794.8,808.9,49198
2020-08-03,MONNOSTAF,794.9,794.8,794.8,794.8,9409
2020-07-30,MONNOSTAF,794.8,794.8,794.8,794.8,8395
2020-07-29,MONNOSTAF,794.8,794.8,794.8,794.8,5684
2020-07-28,MONNOSTAF,795,794.8,794.8,794.8,7507
2020-07-27,MONNOSTAF,809.8,794.8,794.8,794.8,37934
2020-07-26,MONNOSTAF,794.8,794.8,794.8,794.8,10180
2020-07-23,MONNOSTAF,794.8,794.8,794.8,794.8,146
2020-07-22,MONNOSTAF,794.8,794.8,794.8,794.8,234
2020-07-21,MONNOSTAF,794.8,794.8,794.8,794.8,1826
2020-07-20,MONNOSTAF,794.8,794.8,794.8,794.8,598
2020-07-19,MONNOSTAF,794.8,794.8,794.8,794.8,59
2020-07-16,MONNOSTAF,794.8,794.8,794.8,794.8,203
2020-07-15,MONNOSTAF,794.8,794.8,794.8,794.8,704
